id,SpeciesName,ResearchedBy,DataSuppliedBy,RefereedBy,Phylum,Class,Ordr,Family,Genus,Species,FoodType,Size,Flexibility,Fragility,Habit,Bioturbator,GrowthRate,DispPotAdult,Dependency,Sociability,Regeneration,Toxic,LifeSpan,Maturity,GenerationTime,ReprodFreq,ReprodSeason,LarvalSettlePeriod,Fecundity,EggSize,FertilizationType,DispPotLarvae,LarvalSettlingTime,ReprodLocation,BiogeographicRange,DepthRange,Migratory,biozone,devmech,envpos,feedingmethod,growthform,mobility,physpref,reprodtype,salinity,substratum,waterflow,waveexp
6010,"Maja squinado","Emily Wilson",<em>MarLIN</em>,"This information is not refereed.",Crustacea,Eumalacostraca,Decapoda,Majidae,Maja,squinado,,"Medium(11-20 cm)","None (< 10 degrees)",Fragile,"Free living",,"Insufficient information",>10km,Independent,Solitary,,,"Insufficient information","1-2 years","Insufficient information","Annual protracted","Summer - Autumn","Insufficient information","156,000 (Hartnoll, 1963)","Insufficient information",Internal,1km-10km,"2-10 days","As adult","Not researched","Down to ca 75 m.","Insufficient information","Insufficient information",Planktotrophic,Epibenthic,"Omnivore, Scavenger, Predator",Articulate,Crawler,"Insufficient information",Gonochoristic,"Insufficient information","Bedrock, Coarse clean sand, Fine clean sand","Insufficient information","Insufficient information"
6529,"Malacoceros fuliginosus","Dan Bayley",MBA,"This information is not refereed.",Annelida,Polychaeta,Spionida,Spionidae,Malacoceros,fuliginosus,,Small-medium(3-10cm),,,,,,,,Gregarious,,,"1-2 years","1 year",,,"April - July",,"11000 eggs per spawning event","160 &#181; m diameter",External,,,"Adult burrow",Temperate,,"Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral",Planktotrophic,Infaunal,,"Vermiform segmented","Burrower, Swimmer",,Gonochoristic,,"Muddy sand, Mud, Under boulders",,
6368,"Maldane sarsi","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Capitellida,Maldanidae,Maldane,sarsi,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6369,"Malmgreniella castanea","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgreniella,castanea,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6370,"Margarites helicinus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Gastropoda,Archaeogastropoda,Trochidae,Margarites,helicinus,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6371,"Marphysa bellii","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Eunicida,Eunicidae,Marphysa,bellii,,"Medium(11-20 cm)",,,,,,,,Solitary,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Predator, Scavenger",,Burrower,,,,,,
6372,"Marphysa sanguinea","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Eunicida,Eunicidae,Marphysa,sanguinea,,Large(>50cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6106,"Marphysa spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Annelida,Polychaeta,Eunicida,Eunicidae,Marphysa,,,Medium-large(21-50cm),"High (>45 degrees)",Intermediate,"Burrow dwelling",,,,,Solitary,1,"Not researched","Insufficient information","Insufficient information","Insufficient information","Annual episodic",March,March,"8500-24,300","300-320 &#181;m",External,10-100m,"<1 day","Adult burrow",,,,,Lecithotrophic,,,,Burrower,,"Permanent hermaphrodite",,,,
6011,"Mediomastus fragilis","Charlotte Marshall",<em>MarLIN</em>,"This information is not refereed.",Annelida,Polychaeta,Capitellida,Capitellidae,Mediomastus,fragilis,"Insufficient information",Small-medium(3-10cm),"High (>45 degrees)",Fragile,Tubiculous,"Not researched","Insufficient information",100-1000m,Independent,Solitary,,,"Insufficient information","Insufficient information","Insufficient information","Annual episodic",,,,,,"Very limited (<1m)","Insufficient information",,"Not researched","Lower shore to shallow sublittoral.",,,Planktotrophic,Epibenthic,"Sub-surface deposit feeder","Vermiform segmented",Burrower,,,,"Muddy gravel, Sandy mud, Muddy sand, Mud",,
6373,"Megamphopus cornutus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Isaeidae,Megamphopus,cornutus,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6374,"Melanella alba","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Gastropoda,Mesogastropoda,Eulimidae,Melanella,alba,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,"16 - 135 m",,,,,,,,,,,,,
6375,"Melinna cristata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Terebellida,Ampharetidae,Melinna,cristata,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,Lecithotrophic,,,,,,,,,,
6376,"Melphidippella macra","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Melphidippidae,Melphidippella,macra,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6377,"Metaphoxus fultoni","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Metaphoxus,fultoni,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6378,"Metopa pusilla","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Metopa,pusilla,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6145,"Metopa spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Crustacea,Eumalacostraca,Amphipoda,Stenothoidae,Metopa,,,"Very small(<1cm)","High (>45 degrees)",Intermediate,"Free living",,,,Independent,Solitary,0,,"Insufficient information","Insufficient information","Insufficient information","Annual episodic",June,"Insufficient information","Insufficient information","Insufficient information",Internal,"Insufficient information","Insufficient information","Insufficient information",,,,,"Insufficient information",,,,Crawler,,"Insufficient information",,,,
4132,"Metridium senile","Dr Keith Hiscock & Emily Wilson",<em>MarLIN</em>,"This information is not refereed.",Cnidaria,Hexacorallia,Actiniaria,Metridiidae,Metridium,senile,"Zooplankton but also larger prey. (See additional information.)",Medium-large(21-50cm),"High (>45 degrees)",Intermediate,Erect,"Not relevant","9 cm/month",<10m,Independent,Gregarious,0,,"11-20 years","Insufficient information","Insufficient information","Insufficient information","August to September","Insufficient information","Insufficient information","Insufficient information",External,>10km,"1-6 months","Water column","Not researched","Lower shore to considerable depths.","Non-migratory / Resident","Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Lecithotrophic,"Epilithic, Epifaunal","Passive suspension feeder","Radial, Globose","Temporary attachment","Offshore seabed, Strait / sound, Ria / Voe","Fission, Gonochoristic","Full (30-40 psu)","Bedrock, Large to very large boulders, Biogenic reef, Artificial (e.g. metal/wood/concrete), Caves, Overhangs","Very Strong (>6 kn), Strong (3-6 kn), Moderately Strong (1-3 kn)","Extremely Exposed, Very Exposed, Exposed, Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered"
6379,"Microprotopus maculatus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Isaeidae,Microprotopus,maculatus,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6062,"Minuspio spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Spionida,Spionidae,Minuspio,,"Detritus, diatoms",Small-medium(3-10cm),"High (>45 degrees)",Intermediate,Tubiculous,,"Not researched","Not researched",,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,"March to July","Insufficient information","Insufficient information","180 &#181;m",External,"Not researched","Insufficient information","As adult","Not researched","Not researched",,,Planktotrophic,,"Surface deposit feeder","Vermiform segmented",Crawler,,,,Mud,,
6380,"Modiolus barbatus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Mytiloida,Mytilidae,Modiolus,barbatus,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,"0 - 100 m",,,,,"Passive suspension feeder, Active suspension feeder",,,,,,,,
4302,"Modiolus modiolus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Pelecypoda,Mytiloida,Mytilidae,Modiolus,modiolus,"Bacteria, phytoplankton, detritus, and dissolved organic matter (DOM).","Medium(11-20 cm)","None (< 10 degrees)",Intermediate,Attached,,"See additional information",<10m,Independent,Solitary,0,,"51-100 years","6-10 years","6-10 years"," ","See additional information","Insufficient information",1000000,,"Insufficient information",>10km,"11-30 days","Insufficient information","Not researched","0 - 150 m","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Planktotrophic,"Epifaunal, Infaunal, Epibenthic, Epilithic","Passive suspension feeder, Active suspension feeder",Bivalved,"Temporary attachment, Permanent attachment","Open coast, Offshore seabed, Strait / sound, Sealoch, Ria / Voe, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu)","Bedrock, Large to very large boulders, Small boulders, Gravel / shingle, Muddy gravel, Coarse clean sand, Fine clean sand, Sandy mud, Muddy sand, Mud, Mixed, Biogenic reef, Artificial (e.g. metal/wood/concrete), Rockpools, Under boulders","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Moderately Exposed, Sheltered, Very Sheltered"
4431,"Molgula manhattensis","Dr Keith Hiscock",<em>MarLIN</em>,"This information is not refereed.",Chordata,Ascidiacea,Pleurogona,Molgulidae,Molgula,mahattensis,Plankton,Small(1-2cm),"Low (10-45 degrees)",Fragile,Attached,"Not relevant","Insufficient information",None,Independent,Gregarious,0,,"Insufficient information","Insufficient information","<1 year","Annual protracted","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information",1km-10km,"<1 day","Insufficient information","Not researched","Littoral to 90 m","Non-migratory / Resident","Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Oviparous,Epibenthic,"Active suspension feeder",Globose,"Permanent attachment","Ria / Voe, Estuary, Enclosed coast / Embayment",Gonochoristic,"Variable (18-40 psu), Full (30-40 psu)","Seagrass, Bedrock, Large to very large boulders, Small boulders, Cobbles","Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Exposed, Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered"
6381,"Molgula spp.","Lizzie Tyler","University of Sheffield","This information is not refereed.",Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,"0 - 80 m",,,,,,,,,,,,,
6382,"Montacuta ferruginosa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Montacutidae,Tellimya,ferruginosa,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,Planktotrophic,,,,,,,,,,
6383,"Montacuta substriata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Montacutidae,Montacuta,substriata,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,"0 - 100 m",,,,,,,,,,,,,
4221,"Morchellium argus","Dr Keith Hiscock",<em>MarLIN</em>,"This information is not refereed.",Chordata,Ascidiacea,Enterogona,Polyclinidae,Morchellium,argus,"Suspended organic matter.",Small-medium(3-10cm),"High (>45 degrees)",Fragile,Attached,"Not relevant","Insufficient information",None,Independent,Colonial,0,,"1-2 years","Insufficient information","<1 year","Insufficient information","June to October","Insufficient information","Insufficient information","Eggs ca 0.34 mm diameter","Insufficient information",100-1000m,"<1 day","Insufficient information","Not researched","+1 to -10 m chart datum","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral",Lecithotrophic,Epifaunal,"Active suspension feeder",Cushion,"Permanent attachment","Open coast, Sealoch, Estuary, Enclosed coast / Embayment, Offshore seabed, Strait / sound, Ria / Voe","Fission, Permanent hermaphrodite","Full (30-40 psu), Variable (18-40 psu)","Bedrock, Large to very large boulders, Small boulders","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Exposed, Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered, Ultra Sheltered"
4370,"Musculus discors","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Pelecypoda,Mytiloida,Mytilidae,Musculus,discors,"Phytoplankton, bacteria, organic particulates and dissolved organic matter (DOM).",Small(1-2cm),"None (< 10 degrees)",Intermediate,Attached,"Not relevant","See additional information",<10m,Independent,Gregarious,0,,"3-5 years",,"3-5 years","Annual episodic","Insufficient information","Not relevant",,"300 &#181;m diameter","Insufficient information","Very limited (<1m)",,"As adult","Not researched",,"Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral","Direct Development","Epilithic, Epiphytic","Passive suspension feeder, Active suspension feeder",Bivalved,,"Open coast, Strait / sound, Sealoch, Ria / Voe, Enclosed coast / Embayment","Protandrous hermaphrodite","Variable (18-40 psu), Full (30-40 psu)","Algae, Bedrock, Large to very large boulders, Small boulders, Gravel / shingle, Mud","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn)","Exposed, Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered"
6384,"Musculus niger","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Mytiloida,Mytilidae,Musculus,niger,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
4240,"Mya arenaria","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Pelecypoda,Myoida,Myidae,Mya,arenaria,"Phytoplankton, small zooplankton, benthic diatoms, suspended particulates and dissolved organic matter.","Medium(11-20 cm)","None (< 10 degrees)",Intermediate,"Burrow dwelling",,"See additional information",100-1000m,Independent,Solitary,0,,"11-20 years","3-5 years","3-5 years","Annual protracted","See additional information","Insufficient information","100000- 5000000","66 &#181;m diameter",External,>10km,"11-30 days","Water column","Not researched","0 - 20 m","Non-migratory / Resident","Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Planktotrophic,Infaunal,"Passive suspension feeder, Active suspension feeder",Bivalved,Burrower,"Strait / sound, Sealoch, Ria / Voe, Estuary, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu), Low (<18 psu), Reduced (18-30 psu), Variable (18-40 psu)","Muddy gravel, Coarse clean sand, Fine clean sand, Muddy sand, Mud, Mixed, Sandy mud","Moderately Strong (1-3 kn), Weak (<1 kn)","Exposed, Moderately Exposed, Sheltered, Very Sheltered"
6385,"Mya truncata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Myoida,Myidae,Mya,truncata,,Small-medium(3-10cm),,,,,,,,,,,,"3-5 years",," ",,,,,,,,,,"0 - 70 m",,,,,,,,,,,,,
6056,"Myrianida spp.","Dr P.Somerfield,  Prof. R. Warwick & L.Tyler","PML & University of Sheffield","This information is not refereed",Annelida,Polychaeta,Phyllodocida,Syllidae,Myrianida,,"Small invertebrates",Small(1-2cm),"High (>45 degrees)",Intermediate,"Free living",,"Not researched","Not researched",,,0,"Not researched","1 year","<1 year","Not researched"," ","Budding; May to August, Planktonic epitoke: Septem","December to February",,,External,"Not researched",,"Water column","Not researched",,,,,,,"Vermiform segmented",,,Gonochoristic,,"Algae, Pebbles, Gravel / shingle",,
6386,"Myriochele spp.","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Oweniida,Oweniidae,Myriochele,,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6387,"Myrtea spinifera","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Lucinidae,Myrtea,spinifera,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,"5 - 100 m",,,,,,,,,,,,,
6012,"Mysella bidentata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Pelecypoda,Veneroida,Montacutidae,Kurtiella,bidentata,"Insufficient information",Small(1-2cm),"None (< 10 degrees)",Intermediate,"Burrow dwelling",,"Insufficient information",100-1000m,Independent,Solitary,,,"Insufficient information","1 year","1 year","Annual protracted","August - November","Insufficient information",1000,,"Insufficient information",>10km,"11-30 days","Insufficient information","Not researched","0 - 100 m","Insufficient info.","Insufficient information","Planktotrophic, Lecithotrophic",Infaunal,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder",Articulate,"Crawler, Burrower","Insufficient information","Permanent hermaphrodite","Insufficient information","See additional information, Muddy sand","Insufficient information","Insufficient information"
